Company,TypeName,Ram,Weight,Touchscreen,Ips,ppi,Cpu_name,HDD,SSD,Hybrid,Flash_Storage,Gpu_brand,os,Price
Lenovo,2 in 1 Convertible,8,2.18,0,0,138.68,Intel Core i5,2000.0,0.0,0.0,0.0,Intel,Others/No OS/Linux,70967.07
Lenovo,Notebook,8,2.44,0,1,163.18,Intel Core i7,1000.0,128.0,0.0,0.0,Intel,Mac,94329.51
Asus,Ultrabook,16,0.91,0,0,141.21,AMD Processor,0.0,1000.0,0.0,0.0,Intel,Windows,161040.43
Microsoft,Notebook,8,2.66,0,0,120.55,Other Intel Processor,0.0,1000.0,0.0,0.0,Nvidia,Windows,143289.84
Dell,Ultrabook,16,1.02,0,1,146.86,AMD Processor,0.0,1000.0,0.0,0.0,Intel,Windows,163992.58
MSI,Workstation,4,2.51,0,0,137.68,AMD Processor,2000.0,0.0,0.0,0.0,Intel,Windows,44741.22
Apple,Notebook,16,2.44,1,0,137.68,AMD Processor,0.0,128.0,0.0,0.0,Nvidia,Mac,105168.44
Dell,2 in 1 Convertible,64,1.69,1,0,158.48,Intel Core i7,0.0,128.0,0.0,0.0,Intel,Windows,235123.61
Samsung,Ultrabook,8,0.91,0,0,100.45,AMD Processor,0.0,512.0,0.0,0.0,Nvidia,Others/No OS/Linux,123972.29
Mediacom,Notebook,32,1.63,0,0,156.23,AMD Processor,2000.0,128.0,0.0,0.0,Nvidia,Windows,155670.36
Acer,Notebook,4,1.36,0,1,156.23,Intel Core i5,500.0,0.0,0.0,0.0,Intel,Windows,67151.97
Vaio,Gaming,8,4.1,0,1,241.51,AMD Processor,1000.0,128.0,0.0,0.0,Intel,Others/No OS/Linux,89182.59
Asus,Gaming,16,4.49,0,0,116.08,Other Intel Processor,2000.0,128.0,0.0,0.0,AMD,Others/No OS/Linux,100254.17
MSI,Workstation,32,3.29,0,0,158.48,AMD Processor,1000.0,128.0,0.0,0.0,Nvidia,Windows,161167.42
Asus,Gaming,4,3.79,0,0,194.95,Other Intel Processor,0.0,256.0,0.0,0.0,AMD,Windows,83794.64
Lenovo,Netbook,16,1.24,1,0,127.34,AMD Processor,1000.0,0.0,0.0,0.0,Intel,Others/No OS/Linux,81417.97
Dell,Notebook,32,1.24,0,0,158.48,AMD Processor,1000.0,0.0,0.0,0.0,Nvidia,Windows,136767.77
Lenovo,Netbook,16,1.57,0,1,179.1,Other Intel Processor,1000.0,128.0,0.0,0.0,AMD,Windows,104931.69
Vaio,Gaming,8,4.04,0,0,104.47,Intel Core i7,1000.0,256.0,0.0,0.0,Nvidia,Mac,111760.17
HP,Notebook,32,2.69,1,0,179.1,Intel Core i5,32.0,0.0,0.0,0.0,Nvidia,Windows,169720.71
Apple,Ultrabook,4,1.38,0,0,179.1,Other Processor,500.0,0.0,0.0,0.0,Intel,Windows,50232.57
Acer,Notebook,8,1.51,1,0,137.68,Intel Core i7,0.0,256.0,0.0,0.0,AMD,Others/No OS/Linux,111107.62
Microsoft,Notebook,8,1.74,0,1,137.68,Other Intel Processor,0.0,0.0,0.0,32.0,Intel,Windows,61539.03
Lenovo,Gaming,8,3.03,0,0,141.21,Other Intel Processor,0.0,128.0,0.0,0.0,Intel,Windows,64373.21
Razer,Notebook,12,2.4,0,0,97.94,Intel Core i5,0.0,128.0,0.0,0.0,Intel,Windows,88068.06
Acer,Gaming,8,3.08,0,1,209.8,AMD Processor,1000.0,0.0,0.0,0.0,Nvidia,Mac,89982.75
Lenovo,Gaming,4,2.69,1,1,189.91,AMD Processor,32.0,0.0,0.0,0.0,Intel,Windows,60136.24
Dell,2 in 1 Convertible,4,2.72,0,1,157.35,Other Processor,0.0,512.0,0.0,0.0,Nvidia,Windows,112409.65
HP,Notebook,32,1.45,0,0,130.59,Intel Core i7,1000.0,0.0,0.0,0.0,Nvidia,Windows,154620.69
Asus,Notebook,8,2.06,0,1,169.45,AMD Processor,0.0,512.0,0.0,0.0,AMD,Others/No OS/Linux,110175.15
HP,Notebook,4,2.27,0,1,259.93,Intel Core i5,0.0,512.0,0.0,0.0,AMD,Windows,123696.42
MSI,Notebook,8,1.48,0,0,138.68,Other Intel Processor,1000.0,128.0,0.0,0.0,Nvidia,Others/No OS/Linux,90255.09
MSI,Ultrabook,16,1.28,0,0,122.17,AMD Processor,0.0,128.0,0.0,0.0,Nvidia,Others/No OS/Linux,105158.3
Dell,Notebook,8,2.22,0,1,146.86,Other Processor,500.0,0.0,0.0,0.0,Intel,Mac,53371.61
Vaio,Notebook,32,1.22,1,1,163.18,Intel Core i7,0.0,512.0,0.0,0.0,Nvidia,Others/No OS/Linux,212906.07
Asus,Notebook,4,1.63,1,1,271.96,AMD Processor,0.0,256.0,0.0,0.0,Nvidia,Windows,107961.6
Samsung,2 in 1 Convertible,32,2.68,0,0,158.48,Intel Core i7,0.0,512.0,0.0,0.0,Intel,Others/No OS/Linux,181097.88
Acer,Gaming,16,3.46,0,1,146.86,Other Intel Processor,2000.0,0.0,0.0,0.0,Intel,Windows,82575.4
Acer,2 in 1 Convertible,8,2.78,1,1,146.86,Other Intel Processor,1000.0,256.0,0.0,0.0,Intel,Others/No OS/Linux,79035.44
Dell,2 in 1 Convertible,16,2.66,1,1,271.96,Other Intel Processor,1000.0,0.0,0.0,0.0,Intel,Windows,99429.15
Lenovo,Notebook,32,2.3,0,0,163.18,Intel Core i5,1000.0,0.0,0.0,0.0,Intel,Windows,125520.82
Acer,Gaming,2,3.56,0,0,129.58,AMD Processor,0.0,256.0,0.0,0.0,Nvidia,Windows,84065.47
Lenovo,Notebook,16,1.88,0,0,111.94,Intel Core i7,1000.0,128.0,0.0,0.0,Intel,Windows,110495.05
HP,Notebook,8,1.42,1,0,156.23,Other Intel Processor,0.0,512.0,0.0,0.0,Nvidia,Windows,118911.74
Lenovo,Notebook,8,2.2,0,0,179.1,Intel Core i3,1000.0,0.0,0.0,0.0,Nvidia,Windows,86867.13
Lenovo,Notebook,8,2.46,0,0,143.05,Other Intel Processor,0.0,256.0,0.0,0.0,Intel,Windows,74385.34
Apple,Netbook,4,1.31,0,0,143.05,Other Processor,0.0,256.0,0.0,0.0,Nvidia,Windows,94692.7
Fujitsu,Gaming,4,2.61,0,0,194.95,Other Processor,500.0,0.0,0.0,0.0,Intel,Windows,52849.98
HP,Ultrabook,8,1.13,0,0,116.08,Other Intel Processor,500.0,0.0,0.0,0.0,Nvidia,Windows,75039.75
Dell,Notebook,6,1.55,0,1,141.21,Intel Core i3,1000.0,0.0,0.0,0.0,Intel,Windows,54799.93
Xiaomi,Gaming,16,2.84,0,0,127.34,AMD Processor,1000.0,128.0,0.0,0.0,Nvidia,Windows,105700.67
HP,Notebook,8,1.59,1,0,146.86,Other Processor,0.0,128.0,0.0,0.0,AMD,Others/No OS/Linux,86653.24
Microsoft,Gaming,8,3.96,0,1,156.23,Other Processor,2000.0,0.0,0.0,0.0,Intel,Windows,62894.16
Dell,Gaming,6,4.48,0,0,156.23,Intel Core i5,0.0,256.0,0.0,0.0,Nvidia,Windows,114253.55
Apple,2 in 1 Convertible,8,1.36,1,1,276.05,Other Processor,1000.0,128.0,0.0,0.0,Nvidia,Mac,117702.7
Lenovo,Ultrabook,4,1.37,0,0,116.08,AMD Processor,0.0,0.0,0.0,64.0,Nvidia,Windows,64017.57
MSI,Notebook,32,1.64,0,0,155.16,AMD Processor,0.0,256.0,0.0,0.0,Intel,Windows,129890.63
Asus,Ultrabook,4,0.9,1,1,276.05,Other Intel Processor,0.0,256.0,0.0,0.0,Intel,Others/No OS/Linux,82690.3
HP,Notebook,4,1.77,0,0,141.21,Other Processor,0.0,512.0,0.0,0.0,Intel,Windows,78214.52
Acer,Notebook,16,1.55,0,0,97.94,Other Processor,1000.0,128.0,0.0,0.0,AMD,Windows,93778.43
Chuwi,Workstation,8,2.99,0,0,149.25,Intel Core i5,0.0,128.0,0.0,0.0,Intel,Windows,77703.63
Dell,2 in 1 Convertible,4,2.64,1,1,200.84,AMD Processor,0.0,512.0,0.0,0.0,Nvidia,Others/No OS/Linux,118514.85
Samsung,Notebook,8,1.35,0,0,119.72,Other Intel Processor,500.0,0.0,0.0,0.0,Intel,Windows,58491.59
Dell,Notebook,4,1.81,1,1,158.48,AMD Processor,1000.0,0.0,0.0,0.0,Nvidia,Mac,80792.29
MSI,Notebook,8,2.74,0,1,143.05,Intel Core i7,0.0,512.0,0.0,0.0,Nvidia,Windows,145119.97
Asus,Ultrabook,16,1.04,0,0,127.41,AMD Processor,0.0,512.0,0.0,0.0,Intel,Windows,123270.3
Asus,Notebook,32,2.77,0,0,125.37,Intel Core i5,1000.0,128.0,0.0,0.0,Nvidia,Windows,163998.6
HP,Ultrabook,4,1.03,0,0,183.58,AMD Processor,1000.0,128.0,0.0,0.0,Nvidia,Windows,86896.95
Lenovo,Notebook,8,1.69,0,0,112.74,Intel Core i5,0.0,256.0,0.0,0.0,Nvidia,Windows,102862.84
Dell,Workstation,4,3.6,0,0,130.59,AMD Processor,0.0,256.0,0.0,0.0,Nvidia,Windows,76791.72
Mediacom,Gaming,8,2.3,1,0,119.72,Other Intel Processor,1000.0,0.0,0.0,0.0,AMD,Windows,65470.63
Samsung,Workstation,16,2.45,0,0,218.11,Intel Core i3,0.0,512.0,0.0,0.0,Nvidia,Windows,148627.55
MSI,Ultrabook,8,0.92,0,0,183.58,AMD Processor,0.0,256.0,0.0,0.0,Intel,Windows,76653.7
Apple,2 in 1 Convertible,8,2.18,1,1,276.05,AMD Processor,1000.0,128.0,0.0,0.0,Intel,Windows,91529.72
Dell,Notebook,4,1.51,1,1,244.77,AMD Processor,1000.0,0.0,0.0,0.0,Intel,Windows,69246.66
Razer,Notebook,12,1.33,1,0,218.11,AMD Processor,1000.0,128.0,0.0,0.0,Intel,Windows,90958.92
Xiaomi,Notebook,8,1.97,0,0,120.55,Other Intel Processor,32.0,0.0,0.0,0.0,Nvidia,Windows,74309.99
Chuwi,Notebook,8,1.78,0,0,127.34,Other Intel Processor,0.0,128.0,0.0,0.0,Intel,Windows,64584.07
MSI,Notebook,6,1.5,1,0,183.58,Intel Core i3,500.0,0.0,0.0,0.0,Nvidia,Windows,88739.3
Dell,Workstation,4,3.01,0,0,189.91,AMD Processor,1000.0,128.0,0.0,0.0,Nvidia,Windows,81567.2
Lenovo,Notebook,8,2.42,0,0,189.91,AMD Processor,500.0,0.0,0.0,0.0,Nvidia,Windows,93423.86
Dell,Notebook,12,1.44,0,0,135.09,Intel Core i7,500.0,0.0,0.0,0.0,Nvidia,Others/No OS/Linux,110277.86
Lenovo,2 in 1 Convertible,4,2.15,0,0,111.14,AMD Processor,500.0,0.0,0.0,0.0,Intel,Others/No OS/Linux,42281.05
MSI,Notebook,6,2.11,0,0,100.45,AMD Processor,0.0,512.0,0.0,0.0,Intel,Windows,89445.07
Lenovo,Notebook,8,2.1,0,0,137.68,Other Intel Processor,2000.0,0.0,0.0,0.0,Nvidia,Mac,84587.68
Dell,Ultrabook,32,1.29,0,0,106.11,Intel Core i5,0.0,512.0,0.0,0.0,Nvidia,Others/No OS/Linux,192168.88
Acer,Notebook,16,1.86,0,0,90.58,AMD Processor,0.0,128.0,0.0,0.0,Intel,Others/No OS/Linux,80685.22
Dell,Notebook,8,2.0,0,1,163.18,AMD Processor,500.0,0.0,0.0,0.0,Intel,Others/No OS/Linux,59519.41
Samsung,Notebook,16,1.44,1,1,183.58,AMD Processor,0.0,0.0,1000.0,0.0,AMD,Windows,101397.12
Acer,Notebook,64,1.66,0,0,125.37,AMD Processor,0.0,512.0,0.0,0.0,Nvidia,Windows,253625.77
HP,Workstation,8,2.76,1,1,238.41,Intel Core i5,1000.0,0.0,0.0,0.0,Intel,Mac,87392.0
Lenovo,Gaming,16,3.43,0,0,101.76,Other Intel Processor,1000.0,128.0,0.0,0.0,AMD,Windows,90855.05
Lenovo,Notebook,4,2.56,0,0,165.63,AMD Processor,1000.0,0.0,0.0,0.0,Intel,Others/No OS/Linux,48275.02
Dell,2 in 1 Convertible,8,2.31,0,0,125.37,AMD Processor,0.0,1000.0,0.0,0.0,Nvidia,Windows,157091.71
Dell,Notebook,4,1.83,0,1,189.91,AMD Processor,0.0,128.0,0.0,0.0,Nvidia,Windows,80789.95
Acer,Ultrabook,8,1.15,0,0,120.55,AMD Processor,0.0,1000.0,0.0,0.0,Intel,Windows,130572.38
HP,Gaming,16,4.31,0,0,179.1,Intel Core i5,0.0,128.0,0.0,0.0,Intel,Windows,97886.22
Huawei,Gaming,2,2.85,0,0,138.68,AMD Processor,0.0,256.0,0.0,0.0,Nvidia,Others/No OS/Linux,85070.88
Acer,Notebook,12,1.91,0,0,127.41,Other Processor,0.0,128.0,0.0,0.0,AMD,Windows,78480.82
Asus,Notebook,4,2.15,0,1,163.18,Intel Core i3,1000.0,0.0,0.0,0.0,Nvidia,Others/No OS/Linux,84760.14
Lenovo,2 in 1 Convertible,16,2.1,0,0,101.76,Intel Core i5,0.0,128.0,0.0,0.0,Nvidia,Windows,111020.33
Lenovo,Ultrabook,4,1.18,0,1,189.91,AMD Processor,0.0,256.0,0.0,0.0,Nvidia,Mac,105936.49
Apple,Notebook,4,2.25,0,0,163.18,Other Intel Processor,500.0,0.0,0.0,0.0,Intel,Windows,50467.57
Dell,Notebook,32,2.44,0,0,218.11,AMD Processor,1000.0,256.0,0.0,0.0,Intel,Mac,142982.06
Chuwi,2 in 1 Convertible,16,2.72,1,0,119.72,Other Processor,500.0,0.0,0.0,0.0,Nvidia,Windows,111522.95
Asus,Notebook,16,2.33,1,1,305.96,Intel Core i7,0.0,256.0,0.0,0.0,Nvidia,Others/No OS/Linux,162897.02
Razer,Notebook,4,1.77,0,0,137.68,Other Intel Processor,0.0,512.0,0.0,0.0,Intel,Windows,90307.37
Lenovo,Notebook,8,2.17,0,0,156.23,Other Processor,0.0,256.0,0.0,0.0,AMD,Mac,92060.51
Lenovo,Gaming,8,2.18,0,0,116.08,Other Processor,500.0,0.0,0.0,0.0,AMD,Windows,59396.5
HP,Notebook,8,1.89,0,0,165.63,Other Intel Processor,2000.0,0.0,0.0,0.0,Nvidia,Windows,93947.93
Acer,Gaming,16,3.74,0,0,169.45,Other Intel Processor,0.0,256.0,0.0,0.0,Intel,Windows,95823.77
Chuwi,Notebook,8,2.67,0,0,157.35,Intel Core i7,1000.0,128.0,0.0,0.0,Intel,Windows,89895.47
Lenovo,Notebook,4,2.42,0,0,138.68,Intel Core i7,0.0,256.0,0.0,0.0,Intel,Windows,86003.21
Dell,Gaming,4,3.58,0,0,137.68,Intel Core i3,1000.0,0.0,0.0,0.0,Nvidia,Windows,69270.06
Dell,2 in 1 Convertible,16,1.99,0,1,188.68,Other Intel Processor,1000.0,0.0,0.0,0.0,Intel,Others/No OS/Linux,90705.64
Asus,2 in 1 Convertible,4,1.52,0,0,156.23,Other Intel Processor,1000.0,256.0,0.0,0.0,AMD,Windows,83675.04
Lenovo,Notebook,16,1.35,0,0,218.11,Other Intel Processor,0.0,256.0,0.0,0.0,Intel,Others/No OS/Linux,96560.54
Asus,Gaming,4,4.41,0,0,169.45,Other Intel Processor,1000.0,0.0,0.0,0.0,Nvidia,Windows,79445.7
Lenovo,Gaming,8,2.13,1,0,176.23,Intel Core i3,2000.0,0.0,0.0,0.0,Intel,Mac,59705.14
Dell,Notebook,4,2.2,0,0,146.86,Intel Core i3,0.0,256.0,0.0,0.0,Nvidia,Windows,96065.93
Asus,Gaming,8,4.67,1,0,157.35,AMD Processor,0.0,256.0,0.0,0.0,Intel,Windows,85325.53
Acer,Ultrabook,8,1.36,0,0,183.58,AMD Processor,0.0,256.0,0.0,0.0,Intel,Windows,75694.77
Chuwi,Netbook,2,1.13,0,1,218.11,Other Processor,500.0,0.0,0.0,0.0,AMD,Windows,62989.13
MSI,Ultrabook,4,1.49,0,1,119.72,Other Intel Processor,0.0,128.0,0.0,0.0,Intel,Mac,51587.88
Microsoft,Gaming,16,3.99,1,1,363.52,AMD Processor,0.0,1000.0,0.0,0.0,Intel,Windows,187557.79
Apple,Notebook,8,2.59,0,0,127.34,Intel Core i3,500.0,0.0,0.0,0.0,Intel,Windows,52150.63
Lenovo,2 in 1 Convertible,8,2.69,0,0,130.62,Other Processor,0.0,512.0,0.0,0.0,Intel,Others/No OS/Linux,97842.7
Samsung,Notebook,16,1.31,0,0,97.94,Intel Core i5,0.0,128.0,0.0,0.0,Nvidia,Others/No OS/Linux,122234.34
Dell,Gaming,16,3.42,0,0,194.95,Other Processor,500.0,0.0,0.0,0.0,AMD,Windows,97952.42
MSI,Gaming,2,4.21,0,0,90.58,Other Intel Processor,0.0,128.0,0.0,0.0,Intel,Others/No OS/Linux,39088.76
Lenovo,Ultrabook,4,1.55,0,1,275.36,Intel Core i3,1000.0,128.0,0.0,0.0,Intel,Others/No OS/Linux,76687.09
Asus,Gaming,16,3.3,0,0,189.91,Intel Core i3,0.0,256.0,0.0,0.0,Nvidia,Windows,116552.01
Lenovo,Notebook,32,1.91,1,1,146.86,Intel Core i7,500.0,0.0,0.0,0.0,Intel,Mac,141683.85
Dell,Notebook,8,2.15,0,0,100.45,Other Intel Processor,1000.0,0.0,0.0,0.0,Nvidia,Windows,81728.26
Apple,Notebook,16,2.25,0,0,135.85,Intel Core i3,0.0,128.0,0.0,0.0,AMD,Others/No OS/Linux,102369.91
Microsoft,Notebook,4,2.1,0,0,155.16,AMD Processor,0.0,512.0,0.0,0.0,Intel,Mac,81307.46
Dell,Workstation,4,4.0,1,1,146.86,Intel Core i7,1000.0,0.0,0.0,0.0,Nvidia,Windows,96660.88
Dell,Gaming,32,4.49,0,0,218.11,Other Intel Processor,0.0,128.0,0.0,0.0,AMD,Windows,141791.17
Xiaomi,2 in 1 Convertible,4,1.64,1,1,176.23,Other Intel Processor,1000.0,0.0,0.0,0.0,Nvidia,Windows,86908.41
Fujitsu,Notebook,8,1.94,0,0,104.47,Intel Core i7,0.0,256.0,0.0,0.0,Intel,Windows,87028.38
Chuwi,Gaming,32,4.43,0,0,158.48,Intel Core i7,0.0,512.0,0.0,0.0,Intel,Windows,177667.91
Xiaomi,Ultrabook,8,1.57,0,0,120.43,Intel Core i5,0.0,256.0,0.0,0.0,AMD,Windows,90992.4
Apple,Ultrabook,6,1.51,0,0,194.95,Other Intel Processor,500.0,0.0,0.0,0.0,Intel,Mac,57811.74
Dell,Notebook,6,2.01,1,1,119.72,Other Intel Processor,500.0,0.0,0.0,0.0,Intel,Windows,60087.82
Dell,Notebook,8,1.21,0,1,215.63,Other Intel Processor,0.0,0.0,0.0,64.0,Nvidia,Others/No OS/Linux,93697.71
Acer,Notebook,2,1.28,0,0,125.37,Other Processor,1000.0,128.0,0.0,0.0,Nvidia,Mac,73822.47
Lenovo,Notebook,8,2.07,0,0,138.68,AMD Processor,500.0,0.0,0.0,0.0,Nvidia,Others/No OS/Linux,80023.55
Razer,Ultrabook,8,1.56,0,0,137.68,Other Intel Processor,500.0,0.0,0.0,0.0,Nvidia,Windows,80519.79
Asus,Notebook,64,1.22,1,0,157.35,Intel Core i3,1000.0,256.0,0.0,0.0,Nvidia,Windows,248291.94
Asus,Netbook,32,1.22,0,0,127.34,AMD Processor,1000.0,128.0,0.0,0.0,Nvidia,Windows,150006.82
Huawei,Notebook,4,1.56,0,0,135.09,Intel Core i7,0.0,256.0,0.0,0.0,AMD,Windows,103124.04
Dell,2 in 1 Convertible,8,1.74,0,1,234.98,Intel Core i5,0.0,128.0,0.0,0.0,Intel,Mac,93502.2
HP,Notebook,16,1.25,1,0,176.23,Intel Core i7,0.0,512.0,0.0,0.0,AMD,Mac,154380.2
MSI,Notebook,8,1.68,1,1,215.97,Other Intel Processor,0.0,0.0,0.0,32.0,AMD,Windows,86721.17
Apple,Workstation,8,3.85,0,0,143.05,AMD Processor,500.0,0.0,0.0,0.0,Nvidia,Windows,77646.9
Google,Ultrabook,6,1.49,0,0,120.55,AMD Processor,1000.0,512.0,0.0,0.0,Nvidia,Windows,121801.62
Dell,Notebook,2,1.37,0,0,104.47,AMD Processor,0.0,256.0,0.0,0.0,Nvidia,Windows,83494.61
Dell,Gaming,16,2.29,0,1,358.2,Intel Core i5,1000.0,128.0,0.0,0.0,Intel,Windows,126397.49
Asus,Notebook,8,2.3,0,0,111.94,Other Intel Processor,1000.0,128.0,0.0,0.0,Nvidia,Windows,90611.38
Dell,Gaming,8,3.53,0,0,158.48,AMD Processor,0.0,256.0,0.0,0.0,Nvidia,Windows,93113.22
MSI,Notebook,8,2.54,0,0,112.74,Other Processor,0.0,128.0,0.0,0.0,Nvidia,Windows,80594.96
Lenovo,Notebook,4,2.79,0,0,157.35,AMD Processor,0.0,128.0,0.0,0.0,AMD,Windows,60362.37
Toshiba,Gaming,8,3.32,0,1,119.72,AMD Processor,0.0,512.0,0.0,0.0,AMD,Windows,106721.12
Acer,Notebook,32,2.24,0,0,135.98,AMD Processor,0.0,512.0,0.0,0.0,Nvidia,Windows,188700.17
Xiaomi,Notebook,8,2.23,0,0,100.45,Intel Core i7,500.0,0.0,0.0,0.0,AMD,Windows,91980.5
HP,Notebook,4,2.35,0,0,101.76,AMD Processor,500.0,0.0,0.0,0.0,Intel,Windows,44051.46
Lenovo,Notebook,32,1.73,0,1,218.11,Intel Core i3,0.0,256.0,0.0,0.0,AMD,Windows,161427.42
HP,Notebook,24,2.27,0,0,138.68,Other Intel Processor,0.0,256.0,0.0,0.0,Intel,Windows,105846.31
MSI,Gaming,4,2.19,0,0,127.41,Other Intel Processor,500.0,0.0,0.0,0.0,AMD,Others/No OS/Linux,51385.83
Dell,2 in 1 Convertible,2,1.61,0,0,125.37,Other Intel Processor,0.0,1000.0,0.0,0.0,Intel,Windows,114495.48
Asus,Notebook,8,1.51,0,0,119.72,Other Intel Processor,1000.0,256.0,0.0,0.0,Nvidia,Windows,97232.16
MSI,Notebook,4,2.18,0,0,129.58,Intel Core i7,1000.0,128.0,0.0,0.0,Nvidia,Windows,99768.88
Toshiba,2 in 1 Convertible,32,1.38,0,0,130.59,Other Intel Processor,1000.0,128.0,0.0,0.0,Intel,Windows,124170.35
HP,2 in 1 Convertible,16,2.3,0,0,149.25,AMD Processor,0.0,128.0,0.0,0.0,Nvidia,Windows,100953.5
Asus,Netbook,4,1.08,0,1,239.45,Intel Core i7,0.0,128.0,0.0,0.0,Intel,Others/No OS/Linux,95633.55
HP,Notebook,24,1.49,0,1,146.86,AMD Processor,1000.0,128.0,0.0,0.0,Intel,Windows,107009.48
Lenovo,Notebook,6,2.1,0,0,194.95,Other Intel Processor,500.0,0.0,0.0,0.0,AMD,Windows,68490.23
Lenovo,Ultrabook,16,1.1,1,1,146.86,AMD Processor,1000.0,128.0,0.0,0.0,AMD,Windows,118133.61
Toshiba,Workstation,8,3.26,1,0,156.23,Intel Core i5,1000.0,128.0,0.0,0.0,Intel,Others/No OS/Linux,78130.68
Mediacom,2 in 1 Convertible,8,2.49,1,1,156.23,Other Intel Processor,0.0,256.0,0.0,0.0,Nvidia,Windows,98086.16
Acer,Notebook,32,2.51,0,1,218.11,Intel Core i7,0.0,128.0,0.0,0.0,Intel,Windows,156473.18
Dell,Notebook,4,2.37,0,0,135.09,Other Intel Processor,0.0,512.0,0.0,0.0,Nvidia,Others/No OS/Linux,115305.6
Apple,Gaming,16,4.44,0,1,146.86,Intel Core i3,500.0,0.0,0.0,0.0,AMD,Mac,97974.94
MSI,Ultrabook,24,1.23,1,1,119.72,AMD Processor,500.0,0.0,0.0,0.0,Intel,Others/No OS/Linux,96988.65
Dell,Notebook,16,2.29,0,0,183.58,Intel Core i7,0.0,128.0,0.0,0.0,AMD,Windows,122463.1
Asus,Notebook,2,2.15,0,1,137.68,Intel Core i5,0.0,1000.0,0.0,0.0,Intel,Others/No OS/Linux,131045.05
Samsung,Gaming,16,3.48,0,0,99.77,Other Intel Processor,500.0,0.0,0.0,0.0,Intel,Windows,68962.66
Chuwi,Notebook,16,1.24,0,0,90.58,AMD Processor,0.0,256.0,0.0,0.0,Nvidia,Windows,128331.32
Mediacom,Gaming,8,2.7,1,0,194.95,AMD Processor,0.0,128.0,0.0,0.0,Intel,Others/No OS/Linux,68419.15
HP,Gaming,4,4.22,0,0,157.35,Other Intel Processor,500.0,0.0,0.0,0.0,Intel,Windows,46930.7
HP,Notebook,4,1.6,0,0,157.35,Other Intel Processor,0.0,128.0,0.0,0.0,Intel,Windows,59860.47
Google,Notebook,24,1.97,0,1,251.57,Other Intel Processor,500.0,0.0,0.0,0.0,Intel,Mac,118647.33
Apple,Notebook,8,2.21,0,0,120.55,AMD Processor,500.0,0.0,0.0,0.0,AMD,Windows,63745.92
MSI,Gaming,16,2.94,0,0,112.74,Other Processor,500.0,0.0,0.0,0.0,Nvidia,Windows,98129.05
HP,Notebook,8,1.7,0,1,169.45,Intel Core i5,0.0,512.0,0.0,0.0,Intel,Windows,111635.76
Dell,Ultrabook,4,1.28,0,1,379.81,Intel Core i7,500.0,0.0,0.0,0.0,Intel,Windows,100642.83
Chuwi,Notebook,8,1.53,0,1,157.35,Intel Core i7,0.0,512.0,0.0,0.0,Nvidia,Windows,145596.04
Asus,Ultrabook,4,1.53,0,0,112.74,Intel Core i3,0.0,0.0,0.0,32.0,Intel,Windows,45106.66
Dell,2 in 1 Convertible,4,1.95,0,0,143.05,Other Intel Processor,2000.0,0.0,0.0,0.0,Nvidia,Windows,72367.95
Apple,Notebook,4,1.53,0,0,183.58,AMD Processor,1000.0,0.0,0.0,0.0,Intel,Windows,54385.1
MSI,Notebook,2,1.68,0,0,111.14,Intel Core i5,500.0,0.0,0.0,0.0,Nvidia,Others/No OS/Linux,72510.49
Lenovo,Ultrabook,16,1.38,0,1,234.98,Other Processor,0.0,256.0,0.0,0.0,Nvidia,Windows,141927.85
HP,Notebook,8,1.31,0,0,189.91,Other Intel Processor,2000.0,0.0,0.0,0.0,Intel,Windows,65222.23
HP,Gaming,16,3.09,0,0,85.17,AMD Processor,0.0,0.0,0.0,32.0,Nvidia,Windows,83265.24
Asus,Notebook,8,2.57,0,1,234.98,Intel Core i7,0.0,256.0,0.0,0.0,Nvidia,Windows,141417.21
Google,Notebook,16,1.76,0,1,158.48,Intel Core i7,1000.0,0.0,0.0,0.0,Nvidia,Mac,123728.94
Dell,Notebook,12,1.73,0,0,130.59,Intel Core i3,500.0,0.0,0.0,0.0,Intel,Mac,61671.97
Samsung,Gaming,4,3.34,0,0,137.68,Other Intel Processor,0.0,512.0,0.0,0.0,Intel,Windows,81163.29
Dell,Notebook,16,2.73,0,1,163.18,AMD Processor,1000.0,0.0,0.0,0.0,Nvidia,Windows,114723.79
Lenovo,Ultrabook,2,1.09,0,0,117.83,Other Processor,0.0,512.0,0.0,0.0,Intel,Windows,68331.23
Toshiba,Ultrabook,16,1.54,0,0,168.13,AMD Processor,0.0,128.0,0.0,0.0,AMD,Windows,114564.34
Asus,2 in 1 Convertible,8,2.03,0,1,137.68,Intel Core i3,500.0,0.0,0.0,0.0,Intel,Windows,64771.88
Dell,Notebook,8,2.68,0,0,116.08,AMD Processor,500.0,0.0,0.0,0.0,AMD,Windows,63365.79
Dell,Notebook,16,1.6,0,0,111.14,Intel Core i3,0.0,512.0,0.0,0.0,Intel,Windows,112422.33
Asus,Ultrabook,8,1.05,0,0,138.68,AMD Processor,0.0,512.0,0.0,0.0,Intel,Windows,97979.37
Acer,Gaming,4,4.59,1,1,165.63,Intel Core i5,1000.0,0.0,0.0,0.0,Nvidia,Windows,93891.21
Toshiba,Notebook,4,2.09,0,0,127.41,AMD Processor,0.0,512.0,0.0,0.0,Intel,Others/No OS/Linux,87385.28
Google,Ultrabook,4,1.6,0,0,146.86,Other Intel Processor,0.0,256.0,0.0,0.0,Intel,Windows,69281.22
